Linea,Grupo,Tipo,Codigo,DETALLE,Costo	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 10 mm,01651H,Block-10mm.-Blanco-Doble Aluminizado,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 10 mm,01651I,Block-10mm.-Blanco-C/Alum.Raf.,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 10 mm,01651J,Block-10mm-Blanco-C/Aluminio,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 10 mm,01651K,Block-10mm-Colores-C/Aluminio,7,51	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 10 mm,01651KA,Block-10mm-Colores-C/Aluminio PROMOCION,	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652A,Block-15mm.-Blanco,25,1115129259726	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652AC,Block-15mm.-Blanco-10mx1m,17,4368898106713	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652AP,Block-15mm.-Blanco-PREMIUM,20,667932603794	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652AY,Block-15mm.-Blanco-Ig,	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652B,Block-15mm.-Amarillo,0	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652BC,Block-15mm.-Amarillo-10mx1m,8,91	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652C,Block-15mm.-Negro,11,03	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652CC,Block-15mm.-Negro-10mx1m,5,44998309931194	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652D,Block-15mm.-Colores,9,29825038024013	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652DA,Block-15mm.-Gris,5,94975216115649	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01652DAP,Block-15 mm.-Gris-Premium,15,474268491527	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652DC,Block-15mm.-Gris-10mx1m,4,28	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652DQ,Block-15mm.-Azul,18,3	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652DR,Block-15mm.-Rojo,18,3	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652DS,Block-15mm.-Verde,	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652QC,Block-15mm.-Azul-10mx1m,12,6643228392781	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652RC,Block-15mm.-Rojo-10mx1m,7,85	
Sin Linea,Block,BLOCK DE ESP. 15 mm,01652SC,Block-15mm.-Verde-10mx1m,3,51	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 15 mm,01653A,Block-15mm.-Blanco-C/Film,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 15 mm,01653C,Block-15mm.-Blanco-Aluminizado,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 15 mm,01653D,Block-15mm.-Amarillo-Aluminizado,10,85	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 15 mm,01653E,Block-15mm.-Colores-Aluminizado,39,44	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 15 mm,01653EA,Block-15mm.-Colores-C/Aluminio,7,81	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 15 mm,01653F,Block-15mm.-Blanco-Doble Aluminizado,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 15 mm,01653G,Block-15mm.-Blanco-C/Alum.Raf.,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 15 mm,01653H,Block-15mm.-Colores-C/Film,10,61	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 15 mm,01653I,Block-15mm.-Blanco-C/Aluminio,7,71	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654A,Block-20mm.-Blanco,54,7315254904546	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654AC,Block-20mm.-Blanco-10mx1m,24,1112030298338	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654ACP,Block-20mm.-Blanco-2mx1m,23,8775702974661	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654AP,Block-20mm.-Blanco-PREMIUM,24,3908699305515	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654B,Block-20mm.-Amarillo,27,83	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654C,Block-20mm.-Negro,26,43	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654CC,Block-20mm.-Negro-10mx1m,	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654D,Block-20mm.-Colores,30,832075322925	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654DA,Block-20mm.-Gris,9,52722179337271	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654DAP,Block-20mm.-Gris-Premium,28,2152451231008	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654DC,Block-20mm.-Gris-10mx1m,27,3095308592704	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654DCP,Block-20mm.-Gris-2mx1m,3,6293633785803	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654DQ,Block-20mm.-Azul,17,963041660692	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654DR,Block-20mm.-Rojo,22,01	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654DS,Block-20mm.-Verde,8,18322286676118	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654QC,Block-20mm.-Azul-10mx1m,27,0428708408552	
Sin Linea,Block,BLOCK DE ESP. 20 mm,01654QCP,Block-20mm.-Azul-2mx1m,7,72752869167207	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655A,Block-20mm.-Blanco-C/Film,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655AA,Block-20mm.-Colores-C/Aluminio,23,6035358894439	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01655AZ,Block-20mm.-Blanco-C/Film-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655B,Block-20mm.-Blanco-C/Film Cli.,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01655BZ,Block-20mm.-Blanco-C/Film Cli.-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655C,Block-20mm.-Colores-C/Film,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01655CZ,Block-20mm.-Colores-C/Film-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655D,Block-20mm.-Colores-C/Film Cli.,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01655DZ,Block-20mm.-Colores-C/Film Cli.-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655E,Block-20mm.-Blanco-Aluminizado,26,0055852390227	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01655EZ,Block-20mm.-Blanco-Aluminizado-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655F,Block-20mm.-Amarillo-Aluminizado,11,54	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01655FZ,Block-20mm.-Amarillo-Aluminizado-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655G,Block-20mm.-Colores-Aluminizado,9,26	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01655GZ,Block-20mm.-Colores-Aluminizado-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655H,Block-20mm.-Blanco-C/Alum.Raf.,19,84	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01655HZ,Block-20mm.-Blanco-C/Alum.Raf.-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655I,Block-20mm.-Amarillo-C/Alum.Raf.,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01655IZ,Block-20mm.-Amarillo-C/Alum.Raf.-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655J,Block-20mm.-Blanco-C/Aluminio,12,01	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655K,Block-20mm.-Gris-Doble Aluminio,14,28	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 20 mm,01655KZ,Block-20mm.-Gris-Doble Aluminio-NO CONFORME,	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656A,Block-25mm.-Blanco,35,293802580484	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656AC,Block-25mm.-Blanco-10mx1m,39,5282635893866	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656AP,Block-25mm.-Blanco-PREMIUM,20,4379717041354	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656AY,Block-25mm.-Blanco-Ig,	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656B,Block-25mm.-Amarillo,15,47	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656C,Block-25mm.-Negro,14,16	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656CC,Block-25mm.-Negro-10mx1m,	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656D,Block-25mm.-Colores,4,11932417047537	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656DA,Block-25mm.-Gris,29,6138445750656	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01656DAP,Block-25mm.-Gris-Premium,37,078820297531	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656DC,Block-25mm.-Gris-10mx1m,0	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656DQ,Block-25mm.-Azul,26,5420635015093	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656DR,Block-25mm.-Rojo,10,5	
Sin Linea,Block,BLOCK DE ESP. 25 mm,01656DS,Block-25mm.-Verde,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 25 mm,01657A,Block-25mm.-Blanco-C/Film,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01657AZ,Block-25mm.-Blanco-C/Film-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 25 mm,01657B,Block-25mm.-Blanco-C/Film Cli.,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01657BZ,Block-25mm.-Blanco-C/Film Cli.-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 25 mm,01657C,Block-25mm.-Blanco-Aluminizado,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 25 mm,01657CA,Block-25mm.-Blanco-C/Aluminio,21,71	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01657CZ,Block-25mm.-Blanco-Aluminizado-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 25 mm,01657D,Block-25mm.-Amarillo-Aluminizado,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01657DZ,Block-25mm.-Amarillo-Aluminizado-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 25 mm,01657E,Block-25mm.-Colores-Aluminizado,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 25 mm,01657EA,Block-25mm.-Colores-C/Film,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01657EZ,Block-25mm.-Colores-Aluminizado-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,ISOTANQUE,01657F,Block-25mm.-Blanco-C/Alum.Raf.,41,8753444724243	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01657FZ,Block-25mm.-Blanco-C/Alum.Raf.-NO CONFORME,	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658A,Block-30mm.-Blanco,27,0448598078334	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658AC,Block-30mm.-Blanco-10mx1m,39,7581568912554	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658ACP,Block-30mm.-Blanco-2mx1m,43,890037560195	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658AP,Block-30mm.-Blanco-PREMIUM,52,4750153801173	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658B,Block-30mm.-Amarillo,21,43	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658C,Block-30mm.-Negro,16,85	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658CC,Block-30mm.-Negro-10mx1m,	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658D,Block-30mm.-Colores,38,5857768024709	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658DA,Block-30mm.-Gris,31,122594296777	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658DAP,Block-30mm.-Gris-Premium,53,3131043226821	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658DC,Block-30mm.-Gris-10mx1m,37,3601546083032	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658DCP,Block-30mm.-Gris-2mx1m,35,1569641062828	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658DQ,Block-30mm.-Azul,34,7021975324317	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658DR,Block-30mm.-Rojo,103,565079842042	
Sin Linea,Block,BLOCK DE ESP. 30 mm,01658DS,Block-30mm.-Verde,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 30 mm,01659A,Block-30mm.-Blanco-C/Film,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01659AZ,Block-30mm.-Blanco-C/Film-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 30 mm,01659B,Block-30mm.-Blanco-C/Film Cli.,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01659BZ,Block-30mm.-Blanco-C/Film Cli.-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 30 mm,01659C,Block-30mm.-Blanco-Aluminizado,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01659CZ,Block-30mm.-Blanco-Aluminizado-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 30 mm,01659D,Block-30mm.-Blanco-C/Alum.Raf.,45,1907527023182	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01659DZ,Block-30mm.-Blanco-C/Alum.Raf.-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 30 mm,01659E,Block-30mm.-Blanco-C/Aluminio-,38,0284481317081	
Sin Linea,Block,BLOCK DE ESP. 35 mm,01660A,Block-35mm.-Blanco,45,3802144237417	
Sin Linea,Block,BLOCK DE ESP. 35 mm,01660AP,Block-35mm.-Blanco Premium,36,4121214351634	
Sin Linea,Block,BLOCK DE ESP. 35 mm,01660D,Block-35mm.- Colores,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 35 mm,01661A,Block-35mm.-Blanco-C/Film,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01661AZ,Block-35mm.-Blanco-C/Film-NO CONFORME,	
Sin Linea,Block,BLOCK DE ESP. 40 mm,01662A,Block-40mm.-Blanco,265,140178376338	
Sin Linea,Block, ,01662AC,Blanco [Ancho 1 m]  [Esp. 40 mm]  ,0,67014051624825	
Sin Linea,Block,BLOCK DE ESP. 40 mm,01662ACP,Block-40mm.-Blanco-2mx1m,50,3340070841185	
Sin Linea,Block,BLOCK DE ESP. 40 mm,01662AP,Block-40mm.-Blanco-PREMIUM,74,3184348950453	
Sin Linea,Block,BLOCK DE ESP. 40 mm,01662B,Block-40mm.-Amarillo,20,87	
Sin Linea,Block,BLOCK DE ESP. 40 mm,01662C,Block-40mm.-Negro,38,98	
Sin Linea,Block,BLOCK DE ESP. 40 mm,01662D,Block-40mm.-Colores,23,7411466562297	
Sin Linea,Block,BLOCK DE ESP. 40 mm,01662DA,Block-40mm.-Gris,55,9781110381219	
Sin Linea,Block,BLOCK DE ESP. 40 mm,01662DAP,Block-40mm.-Gris-Premium,57,3026039248811	
Sin Linea,Block, ,01662DC,Gris [Ancho 1 m]  [Esp. 40 mm]  ,0,27	
Sin Linea,Block,BLOCK DE ESP. 40 mm,01662DCP,Block-40mm.-Gris-2mx1m,45,6052684286606	
Sin Linea,Block,BLOCK DE ESP. 40 mm,01662DQ,Block-40mm.-Azul,61,307367508025	
Sin Linea,Block,BLOCK DE ESP. 40 mm,01662DR,Block-40mm.-Rojo,	
Sin Linea,Block,BLOCK DE ESP. 40 mm,01662DS,Block-40mm.-Verde,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 40 mm,01663A,Block-40mm.-Blanco-C/Film,	
Sin Linea,Piso Flotante, ,01663AA,Blanco [Ancho 1 m]  [Esp. 2 mm]  Bajo Piso Flotante ,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 40 mm,01663AB,Block-40mm-Colores-C/Film,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01663AZ,Block-40mm.-Blanco-C/Film-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 40 mm,01663B,Block-40mm.-Blanco-C/Film Cli.,	
Sin Linea,Piso Flotante, ,01663BA,Blanco [Ancho 1 m]  [Esp. 2 mm]  Bajo Piso Flotante Con film solapa,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01663BZ,Block-40mm.-Blanco-C/Film Cli.-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 40 mm,01663C,Block-40mm.-Blanco-Aluminizado,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01663CZ,Block-40mm.-Blanco-Aluminizado-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 40 mm,01663D,Block-40mm.-Blanco-C/Alum.Raf.,14,42	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01663DZ,Block-40mm.-Blanco-C/Alum.Raf.-NO CONFORME,	
Sin Linea,Block,BLOCK DE ESP. 45 mm,01664A,Block-45mm.-Blanco,10,04	
Sin Linea,Block,BLOCK DE ESP. 45 mm,01664AB,Block-45mm.-Colores,25,85	
Sin Linea,Block,BLOCK DE ESP. 45 mm,01664AP,Block-45mm.-Blanco-PREMIUM,194,741198912325	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 45 mm,01665A,Block-45mm.-Blanco-C/Film,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01665AZ,Block-45mm.-Blanco-C/Film-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01665K,Block-20mm.-Blanco-Doble Aluminio,	
Sin Linea,Block,BLOCK DE ESP. 50 mm,01666A,Block-50mm.-Blanco,68,3564170740677	
Sin Linea,Block, ,01666AC,Blanco [Ancho 1 m]  [Esp. 50 mm]  ,48,65	
Sin Linea,Block,BLOCK DE ESP. 50 mm,01666ACP,Block-50mm.-Blanco-2mx1m,65,6844089154055	
Sin Linea,Block,BLOCK DE ESP. 50 mm,01666AP,Block-50mm.-Blanco-PREMIUM,134,14011938108	
Sin Linea,Block,BLOCK DE ESP. 50 mm,01666AY,Block-50mm.-Blanco-Ig.,	
Sin Linea,Block,BLOCK DE ESP. 50 mm,01666B,Block-50mm.-Amarillo,116,02	
Sin Linea,Block,BLOCK DE ESP. 50 mm,01666C,Block-50mm.-Negro,27,22	
Sin Linea,Block,BLOCK DE ESP. 50 mm,01666D,Block-50mm.-Colores,24,06	
Sin Linea,Block,BLOCK DE ESP. 50 mm,01666DA,Block-50mm.-Gris,54,7695863881073	
Sin Linea,Block,BLOCK DE ESP. 50 mm,01666DAP,Block-50mm.-Gris-Premium,111,023152745289	
Sin Linea,Block,BLOCK DE ESP. 50 mm,01666DQ,Block-50mm.-Azul,128,425279933084	
Sin Linea,Block,BLOCK DE ESP. 50 mm,01666DR,Block-50mm.-Rojo,37,4414980775292	
Sin Linea,Block,BLOCK DE ESP. 50 mm,01666DS,Block-50mm.-Verde,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 50 mm,01667A,Block-50mm.-Blanco-C/Film,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 50 mm,01667AB,Block-50mm.-Colores-C/Film,22,8926759034259	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 50 mm,01667AC,Block-50mm.-Blanco Premium-C/Doble coteado gris-,65,6224941761542	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01667AZ,Block-50mm.-Blanco-C/Film-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 50 mm,01667B,Block-50mm.-Blanco-C/Film Cli.,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01667BZ,Block-50mm.-Blanco-C/Film Cli.-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 50 mm,01667C,Block-50mm.-Blanco-Aluminizado,87,9205503079529	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01667CZ,Block-50mm.-Blanco-Aluminizado-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 50 mm,01667D,Block-50mm.-Blanco-C/Alum.Raf.,5,76	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 50 mm,01667E,Block-50mm.-Colores-C/Aluminio,34,96	
Sin Linea,Block,BLOCK DE ESP. 55 mm,01668A,Block-55mm.-Blanco,	
Sin Linea,Block,BLOCK DE ESP. 55 mm,01668AP,Block-55mm.-Blanco-PREMIUM,38,5907880822589	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 55 mm,01669A,Block-55mm.-Blanco-C/Film,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01669AZ,Block-55mm.-Blanco-C/Film-NO CONFORME,	
Sin Linea,Block,BLOCK DE ESP. 60 mm,01670A,Block-60mm.-Blanco,139,370739018045	
Sin Linea,Block,BLOCK DE ESP. 60 mm,01670AP,Block-60mm.-Blanco Premium,80,6288371214576	
Sin Linea,Block,BLOCK DE ESP. 60 mm,01670B,Block-60mm.-Amarillo,	
Sin Linea,Block,BLOCK DE ESP. 60 mm,01670C,Block-60mm.-Negro,	
Sin Linea,Block,BLOCK DE ESP. 60 mm,01670D,Block-60mm.-Colores,72,7960872469691	
Sin Linea,Block,BLOCK DE ESP. 60 mm,01670DA,Block-60mm.-Gris,44,3858922278022	
Sin Linea,Block,BLOCK DE ESP. 60 mm,01670DQ,Block-60mm.-Azul/Amarillo/Azul,	
Sin Linea,Block,BLOCK DE ESP. 60 mm,01670DR,Block-60mm.-Rojo,	
Sin Linea,Block,BLOCK DE ESP. 60 mm,01670DS,Block-60mm.-Verde,70,1536698438869	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 60 mm,01671A,Block-60mm.-Blanco-Aluminizado,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01671AZ,Block-60mm.-Blanco-Aluminizado-NO CONFORME,	
Sin Linea,BLOCK ESPUMA POL. C/FILM,BLOCK DE ESP. 60 mm,01671B,Block-60mm.-Blanco-C/Alum.Raf.,	
Sin Linea,BLOCK ESPUMA POL. C/FILM, ,01671BZ,Block-60mm.-Blanco-C/Alum.Raf.-NO CONFORME,	
Sin Linea,Block,BLOCK DE ESP. 65 mm,01672A,Block-65mm.-Blanco,129,555711424181	
Sin Linea,Block,BLOCK DE ESP. 65 mm,01672AP,Block-65mm.-Blanco- Premium,48,6489443086884	
Sin Linea,Block, ,01673A,BLOCK BASTONES,	
Sin Linea,Block, ,01674AP,Block-70mm.-Blanco-PREMIUM,74,3201878919569	
Sin Linea,Block, ,01674AS,Block-70mm.-Blanco-,23,1640301667329	
Sin Linea,Block,BLOCK DE ESP. 70 mm,01674DA,Block-70mm.-Gris,128,098798342688	
Sin Linea,Block,BLOCK DE ESP. 75 mm,01676DA,Block-75mm.-Gris,32,5	
Sin Linea,Base para Alfombras,BASE P/ALFOMBRAS,01700A,Base p/ Alfombras 6mm x 20m,211,789376841752	
Sin Linea,SIN GRUPO, ,04700A,DEVOLUCION DE BASE PARA ALFOMBRAS,	
Sin Linea,Base para Alfombras,BASE P/ALFOMBRAS,01700AB,Base p/ Alfombras 6mm x 20m x 1.5m,	
Sin Linea,Base para Alfombras,BASE P/ALFOMBRAS,01700AC,Base p/ Alfombras ACOUSTIC,200,697844318134	
Sin Linea,Base para Alfombras,BASE P/ALFOMBRAS,01700ACP,Base p/ Alfombras ACOUSTIC PROMOCION,93,5293893868278	
Sin Linea,Base para Alfombras,BASE P/ALFOMBRAS,01700AD,Base p/ Alfombras 6mm-Decor-20mx1m,0	
Sin Linea,Base para Alfombras, ,01700AF,Base p/ Alfombras 6mm x 20m (Fuera de norma),0	
Sin Linea,Base para Alfombras,BASE P/ALFOMBRAS,01700AZ,de 2da.,	
Sin Linea,Base para Alfombras,BASE P/ALFOMBRAS,01700B,Base p/ Alfombras 6mm x 10m,	
Sin Linea,Base para Alfombras,BASE P/ALFOMBRAS,01700C,Base p/ Alfombras 8mm x 20m,5,43	
Sin Linea,Base para Alfombras,BASE P/ALFOMBRAS,01700D,Base p/ Alfombras 9mm (x20m),117,44	
Sin Linea,Base para Alfombras,BASE P/ALFOMBRAS,01700E,Base p/ Alfombras 6mm PROMOCION,0	
Sin Linea,Base para Alfombras,BASE P/ALFOMBRAS,01700F,*NO USAR*Base p/ Alfombras Hogar Bicapa 5mm x 20m,0	
Sin Linea,Base para Alfombras,BASE P/ALFOMBRAS HOGAR,01700FH,Base p/ Alfombras Hogar Bicapa 5mm x 10m,0	
Sin Linea,Isocaño,ISOCAÑO 1,01710A,Isocaño-30mm-C/Alum.Raf. 1,8,85	
Sin Linea,SIN GRUPO, ,04710A,DEVOLUCION DE ISOCAÑOS,	
Sin Linea,Isocaño,ISOCAÑO 1,01710B,Isocaño-40mm-C/Alum.Raf. 1,	
Sin Linea,Isocaño,ISOCAÑO 1,01710C,Isocaño-50mm-C/Alum.Raf. 1,	
Sin Linea,Isocaño,ISOCAÑO 2,01711A,Isocaño-30mm-C/Alum.Raf. 2,0,013140642119379	
Sin Linea,Isocaño,ISOCAÑO 2,01711B,Isocaño-40mm-C/Alum.Raf. 2,26,4984262415179	
Sin Linea,Isocaño,ISOCAÑO 2,01711C,Isocaño-50mm-C/Alum.Raf. 2,71,9663207196784	
Sin Linea,Isocaño,ISOCAÑO 3,01712A,Isocaño-30mm-C/Alum.Raf. 3,1,39368066244769	
Sin Linea,Isocaño,ISOCAÑO 3,01712B,Isocaño-40mm-C/Alum.Raf. 3,97,9224363669443	
Sin Linea,Isocaño,ISOCAÑO 3,01712C,Isocaño-50mm-C/Alum.Raf. 3,89,7642184326445	
Sin Linea,Isocaño,ISOCAÑO 4,01713A,Isocaño-30mm-C/Alum.Raf. 4,0,955646102504168	
